City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
548,talodi,10.6325,30.3797,23.640000000000043,85,93,1.24,SD,1724769489
549,myanaung,18.2833,95.3167,25.510000000000048,90,100,0.94,MM,1724769490
550,riberalta,-10.9833,-66.1,22.110000000000014,49,0,0.0,BO,1724769492
551,polyarnyye zori,67.3661,32.4981,13.150000000000034,55,13,6.83,RU,1724769493
552,dryden,49.7833,-92.7503,15.160000000000025,72,0,6.17,CA,1724769494
553,levelland,33.5873,-102.378,25.49000000000001,42,61,2.55,US,1724769495
554,gadzhiyevo,69.2551,33.3362,15.220000000000027,57,90,11.98,RU,1724769496
555,pocone,-16.2567,-56.6228,32.57000000000005,15,0,0.72,BR,1724769498
556,muurame,62.1333,25.6667,15.310000000000002,53,93,4.23,FI,1724769499
557,malango,-2.9627,119.9001,18.420000000000016,100,45,0.63,ID,1724769500
558,yangshuo,24.7808,110.4897,26.970000000000027,80,42,0.07,CN,1724769502
559,mbalmayo,3.5167,11.5,27.74000000000001,59,44,3.05,CM,1724769503
560,karelichy,53.5653,26.1378,26.29000000000002,60,47,4.49,BY,1724769504
561,sabzevar,36.2126,57.6819,38.60000000000002,13,20,6.17,IR,1724769505
562,port isabel,26.0734,-97.2086,31.710000000000036,64,12,2.48,US,1724769506
563,hong kong,22.2855,114.1577,31.29000000000002,78,96,2.24,HK,1724769214
564,beau vallon,-20.4189,57.6953,19.129999999999995,88,40,9.26,MU,1724769508
565,tanumah,27.1,44.1333,40.629999999999995,10,10,5.38,SA,1724769509
566,hammerfest,70.6634,23.6821,11.25,82,75,12.35,NO,1724769510
567,nova vicosa,-17.8919,-39.3719,24.07000000000005,75,82,8.06,BR,1724769511
568,vadso,70.0744,29.7487,14.090000000000032,58,75,12.86,NO,1724769513
569,plastun,44.7561,136.2939,15.07000000000005,94,83,2.83,RU,1724769514
570,kayangel,8.0823,134.7173,27.810000000000002,77,100,0.48,PW,1724769515
571,fortuna,40.5982,-124.1573,14.960000000000036,96,100,0.0,US,1724769517
572,chamical,-30.36,-66.314,16.79000000000002,32,0,4.5,AR,1724769518
573,puqi,29.7167,113.8833,23.450000000000045,85,7,1.96,CN,1724769519
574,rexburg,43.826,-111.7897,13.230000000000018,93,0,1.54,US,1724769520
575,south venice,27.0531,-82.4243,31.670000000000016,83,20,4.12,US,1724769522
576,padangsidempuan,1.3667,99.2667,21.05000000000001,99,100,2.12,ID,1724769523
577,ambon,-3.6954,128.1814,27.150000000000034,95,40,1.54,ID,1724769524
578,bayanhongor,46.7167,100.1167,13.160000000000025,43,32,1.37,MN,1724769525
579,larkird,35.4894,66.6641,17.980000000000018,29,0,2.57,AF,1724769526
580,kaiapoi,-43.3783,172.6401,9.490000000000009,87,35,3.09,NZ,1724769528
581,machico,32.7,-16.7667,26.510000000000048,65,40,5.66,PT,1724769529
582,krasnokamsk,58.0802,55.7541,21.090000000000032,74,24,2.01,RU,1724769530
583,temryuk,45.2722,37.3811,27.870000000000005,55,100,2.34,RU,1724769531
